time,event_type,pair,side,price,size,is_snapshot,trade_id
2025-08-03 14:01:15.602382+00,book,btc_jpy,bid,16853706.000000,0.040000,true,
2025-08-03 14:01:15.602382+00,book,btc_jpy,bid,16850433.000000,0.000000,true,
2025-08-03 14:01:15.602382+00,book,btc_jpy,bid,16852039.000000,0.000000,true,
2025-08-03 14:01:15.950304+00,book,btc_jpy,bid,16853705.000000,0.000000,true,
2025-08-03 14:01:15.950304+00,book,btc_jpy,ask,16863773.000000,0.015000,true,
2025-08-03 14:01:15.950304+00,book,btc_jpy,bid,16850596.000000,0.015000,true,
2025-08-03 14:01:15.950304+00,book,btc_jpy,bid,16853884.000000,0.039945,true,
2025-08-03 14:01:16.287384+00,book,btc_jpy,ask,16933713.000000,0.000000,true,
2025-08-03 14:01:16.287384+00,book,btc_jpy,ask,16933712.000000,0.000000,true,
2025-08-03 14:01:16.287384+00,book,btc_jpy,ask,16857347.000000,0.000000,true,
2025-08-03 14:01:16.287384+00,book,btc_jpy,bid,16852110.000000,0.000000,true,
2025-08-03 14:01:16.287384+00,book,btc_jpy,bid,16842822.000000,0.010000,true,
2025-08-03 14:01:16.287384+00,book,btc_jpy,ask,16933693.000000,0.002370,true,
2025-08-03 14:01:16.287384+00,book,btc_jpy,ask,16933692.000000,0.002370,true,
2025-08-03 14:01:16.287384+00,book,btc_jpy,ask,16857735.000000,0.030000,true,
2025-08-03 14:01:16.630991+00,book,btc_jpy,bid,16842822.000000,0.005000,true,
2025-08-03 14:01:16.630991+00,book,btc_jpy,ask,16933696.000000,0.002370,true,
2025-08-03 14:01:16.630991+00,book,btc_jpy,ask,16933716.000000,0.000000,true,
2025-08-03 14:01:16.630991+00,book,btc_jpy,bid,16852469.000000,0.030000,true,
2025-08-03 14:01:16.998303+00,book,btc_jpy,bid,16852469.000000,0.000000,true,
2025-08-03 14:01:16.998303+00,book,btc_jpy,ask,16864130.000000,0.015000,true,
2025-08-03 14:01:16.998303+00,book,btc_jpy,ask,16863773.000000,0.000000,true,
2025-08-03 14:01:16.998303+00,book,btc_jpy,ask,16857735.000000,0.000000,true,
2025-08-03 14:01:16.998303+00,book,btc_jpy,bid,16850956.000000,0.015000,true,
2025-08-03 14:01:16.998303+00,book,btc_jpy,bid,16852609.000000,0.030000,true,
2025-08-03 14:01:16.998303+00,book,btc_jpy,bid,16853997.000000,0.039945,true,
2025-08-03 14:01:16.998303+00,book,btc_jpy,bid,16842822.000000,0.000000,true,
2025-08-03 14:01:16.998303+00,book,btc_jpy,bid,16850596.000000,0.000000,true,
2025-08-03 14:01:16.998303+00,book,btc_jpy,bid,16853884.000000,0.000000,true,
2025-08-03 14:01:17.363472+00,book,btc_jpy,bid,16850197.000000,0.018000,true,
2025-08-03 14:01:17.363472+00,book,btc_jpy,ask,16933683.000000,0.002370,true,
2025-08-03 14:01:17.363472+00,book,btc_jpy,ask,16857909.000000,0.030000,true,
2025-08-03 14:01:17.363472+00,book,btc_jpy,ask,16933703.000000,0.000000,true,
2025-08-03 14:01:17.363472+00,book,btc_jpy,bid,16851322.000000,0.000000,true,
2025-08-03 14:01:17.718862+00,book,btc_jpy,bid,16842823.000000,0.005000,true,
2025-08-03 14:01:17.718862+00,book,btc_jpy,bid,16822166.000000,0.002370,true,
2025-08-03 14:01:17.718862+00,book,btc_jpy,bid,16851554.000000,0.010000,true,
2025-08-03 14:01:17.718862+00,book,btc_jpy,bid,16822146.000000,0.000000,true,
2025-08-03 14:01:17.718862+00,book,btc_jpy,bid,16822147.000000,0.000000,true,
2025-08-03 14:01:18.057455+00,book,btc_jpy,ask,16860595.000000,0.020000,true,
2025-08-03 14:01:18.057455+00,book,btc_jpy,ask,16857909.000000,0.000000,true,
2025-08-03 14:01:18.057455+00,book,btc_jpy,ask,16857636.000000,0.000000,true,
2025-08-03 14:01:18.057455+00,book,btc_jpy,bid,16822163.000000,0.002370,true,
2025-08-03 14:01:18.057455+00,book,btc_jpy,bid,16822167.000000,0.002370,true,
2025-08-03 14:01:18.057455+00,book,btc_jpy,bid,16851233.000000,0.020000,true,
2025-08-03 14:01:18.057455+00,book,btc_jpy,bid,16852946.000000,0.030000,true,
2025-08-03 14:01:18.057455+00,book,btc_jpy,bid,16854565.000000,0.039945,true,
2025-08-03 14:01:18.057455+00,book,btc_jpy,bid,16822143.000000,0.000000,true,
2025-08-03 14:01:18.057455+00,book,btc_jpy,bid,16850704.000000,0.000000,true,
2025-08-03 14:01:18.057455+00,book,btc_jpy,bid,16850956.000000,0.000000,true,
2025-08-03 14:01:18.057455+00,book,btc_jpy,bid,16852609.000000,0.000000,true,
2025-08-03 14:01:18.057455+00,book,btc_jpy,bid,16853997.000000,0.000000,true,
2025-08-03 14:01:18.057455+00,book,btc_jpy,ask,16858258.000000,0.030000,true,
2025-08-03 14:01:18.057455+00,book,btc_jpy,ask,16864130.000000,0.000000,true,
2025-08-03 14:01:18.057455+00,book,btc_jpy,ask,16860038.000000,0.000000,true,
2025-08-03 14:01:18.405019+00,book,btc_jpy,bid,16851291.000000,0.015000,true,
2025-08-03 14:01:18.405019+00,book,btc_jpy,bid,16851697.000000,0.010000,true,
2025-08-03 14:01:18.405019+00,book,btc_jpy,bid,16851554.000000,0.000000,true,
2025-08-03 14:01:18.405019+00,book,btc_jpy,ask,16864469.000000,0.015000,true,
2025-08-03 14:01:18.405019+00,book,btc_jpy,ask,16857636.000000,0.010084,true,
2025-08-03 14:01:18.771827+00,book,btc_jpy,ask,16858012.000000,0.030000,true,
2025-08-03 14:01:18.771827+00,book,btc_jpy,bid,16852946.000000,0.000000,true,
2025-08-03 14:01:18.771827+00,book,btc_jpy,ask,16858258.000000,0.000000,true,
2025-08-03 14:01:18.771827+00,book,btc_jpy,bid,16822176.000000,0.002370,true,
2025-08-03 14:01:18.771827+00,book,btc_jpy,bid,16852679.000000,0.030000,true,
2025-08-03 14:01:18.771827+00,book,btc_jpy,bid,16822156.000000,0.000000,true,
2025-08-03 14:01:18.771827+00,book,btc_jpy,bid,16846726.000000,0.000000,true,
2025-08-03 14:01:19.156407+00,book,btc_jpy,ask,16869094.000000,0.000000,true,
2025-08-03 14:01:19.156407+00,book,btc_jpy,bid,16842823.000000,0.010000,true,
2025-08-03 14:01:19.156407+00,book,btc_jpy,ask,16857636.000000,0.000000,true,
2025-08-03 14:01:19.547422+00,book,btc_jpy,bid,16851291.000000,0.000000,true,
2025-08-03 14:01:19.547422+00,book,btc_jpy,ask,16933676.000000,0.002370,true,
2025-08-03 14:01:19.547422+00,book,btc_jpy,ask,16933673.000000,0.002370,true,
2025-08-03 14:01:19.547422+00,book,btc_jpy,ask,16933672.000000,0.002370,true,
2025-08-03 14:01:19.547422+00,book,btc_jpy,ask,16864116.000000,0.015000,true,
2025-08-03 14:01:19.547422+00,book,btc_jpy,ask,16857636.000000,0.010084,true,
2025-08-03 14:01:19.547422+00,book,btc_jpy,ask,16857632.000000,0.030000,true,
2025-08-03 14:01:19.547422+00,book,btc_jpy,ask,16933696.000000,0.000000,true,
2025-08-03 14:01:19.547422+00,book,btc_jpy,ask,16933693.000000,0.000000,true,
2025-08-03 14:01:19.547422+00,book,btc_jpy,ask,16933692.000000,0.000000,true,
2025-08-03 14:01:19.547422+00,book,btc_jpy,ask,16864469.000000,0.000000,true,
2025-08-03 14:01:19.547422+00,book,btc_jpy,ask,16858012.000000,0.000000,true,
2025-08-03 14:01:19.547422+00,book,btc_jpy,bid,16840983.000000,0.050000,true,
2025-08-03 14:01:19.547422+00,book,btc_jpy,bid,16851027.000000,0.015000,true,
2025-08-03 14:01:19.547422+00,book,btc_jpy,bid,16851363.000000,0.010000,true,
2025-08-03 14:01:19.547422+00,book,btc_jpy,bid,16852281.000000,0.030000,true,
2025-08-03 14:01:19.547422+00,book,btc_jpy,bid,16854468.000000,0.039945,true,
2025-08-03 14:01:19.547422+00,book,btc_jpy,bid,16841197.000000,0.000000,true,
2025-08-03 14:01:19.547422+00,book,btc_jpy,bid,16851697.000000,0.000000,true,
2025-08-03 14:01:19.547422+00,book,btc_jpy,bid,16852679.000000,0.000000,true,
2025-08-03 14:01:19.547422+00,book,btc_jpy,bid,16853706.000000,0.000000,true,
2025-08-03 14:01:19.547422+00,book,btc_jpy,bid,16854565.000000,0.000000,true,
2025-08-03 14:01:19.912097+00,book,btc_jpy,ask,16860595.000000,0.000000,true,
2025-08-03 14:01:19.912097+00,book,btc_jpy,bid,16842823.000000,0.005000,true,
2025-08-03 14:01:19.912097+00,book,btc_jpy,bid,16850568.000000,0.020000,true,
2025-08-03 14:01:19.912097+00,book,btc_jpy,bid,16851233.000000,0.000000,true,
2025-08-03 14:01:19.912097+00,book,btc_jpy,ask,16859920.000000,0.020000,true,
2025-08-03 14:01:20.26308+00,book,btc_jpy,bid,16842823.000000,0.010000,true,
2025-08-03 14:01:20.26308+00,book,btc_jpy,bid,16852680.000000,0.040000,true,
2025-08-03 14:01:20.26308+00,book,btc_jpy,bid,16822087.000000,0.000000,true,
2025-08-03 14:01:20.26308+00,book,btc_jpy,bid,16854468.000000,0.000000,true,
2025-08-03 14:01:20.26308+00,book,btc_jpy,ask,16857632.000000,0.000000,true,
2025-08-03 14:01:20.612103+00,book,btc_jpy,bid,16822167.000000,0.000000,true,
2025-08-03 14:01:20.612103+00,book,btc_jpy,bid,16852281.000000,0.000000,true,
2025-08-03 14:01:20.612103+00,book,btc_jpy,bid,16851363.000000,0.000000,true,
2025-08-03 14:01:20.612103+00,book,btc_jpy,ask,16933663.000000,0.002370,true,
2025-08-03 14:01:20.612103+00,book,btc_jpy,ask,16860391.000000,0.042100,true,
2025-08-03 14:01:20.612103+00,book,btc_jpy,ask,16857530.000000,0.030000,true,
2025-08-03 14:01:20.612103+00,book,btc_jpy,ask,16933683.000000,0.000000,true,
2025-08-03 14:01:20.612103+00,book,btc_jpy,ask,16857636.000000,0.000000,true,
2025-08-03 14:01:20.612103+00,book,btc_jpy,bid,16851201.000000,0.010000,true,
2025-08-03 14:01:20.612103+00,book,btc_jpy,bid,16852170.000000,0.030000,true,
2025-08-03 14:01:20.612103+00,book,btc_jpy,bid,16853985.000000,0.039945,true,
2025-08-03 14:01:20.612103+00,book,btc_jpy,bid,16822166.000000,0.000000,true,
2025-08-03 14:01:20.977217+00,book,btc_jpy,ask,16857530.000000,0.000000,true,
2025-08-03 14:01:20.977217+00,book,btc_jpy,ask,16857636.000000,0.010084,true,
2025-08-03 14:01:20.977217+00,book,btc_jpy,bid,16815010.000000,0.002370,true,
2025-08-03 14:01:20.977217+00,book,btc_jpy,bid,16815011.000000,0.002370,true,
2025-08-03 14:01:20.977217+00,book,btc_jpy,bid,16842823.000000,0.015000,true,
2025-08-03 14:01:20.977217+00,book,btc_jpy,bid,16850197.000000,0.000000,true,
2025-08-03 14:01:20.977217+00,book,btc_jpy,bid,16852170.000000,0.000000,true,
2025-08-03 14:01:21.334772+00,book,btc_jpy,bid,16853889.000000,0.039945,true,
2025-08-03 14:01:21.334772+00,book,btc_jpy,bid,16822163.000000,0.000000,true,
2025-08-03 14:01:21.334772+00,book,btc_jpy,bid,16853985.000000,0.000000,true,
2025-08-03 14:01:21.334772+00,book,btc_jpy,ask,16857786.000000,0.030000,true,
2025-08-03 14:01:21.334772+00,book,btc_jpy,bid,16815007.000000,0.002370,true,
2025-08-03 14:01:21.334772+00,book,btc_jpy,bid,16842823.000000,0.010000,true,
2025-08-03 14:01:21.334772+00,book,btc_jpy,bid,16852401.000000,0.030000,true,
2025-08-03 14:01:21.674763+00,book,btc_jpy,bid,16851201.000000,0.000000,true,
2025-08-03 14:01:21.674763+00,book,btc_jpy,bid,16851090.000000,0.020000,true,
2025-08-03 14:01:21.674763+00,book,btc_jpy,bid,16852680.000000,0.000000,true,
2025-08-03 14:01:21.674763+00,book,btc_jpy,bid,16851469.000000,0.010000,true,
2025-08-03 14:01:21.674763+00,book,btc_jpy,bid,16850568.000000,0.000000,true,
2025-08-03 14:01:21.674763+00,book,btc_jpy,bid,16851560.000000,0.040000,true,
2025-08-03 14:01:21.674763+00,book,btc_jpy,ask,16860426.000000,0.020000,true,
2025-08-03 14:01:21.674763+00,book,btc_jpy,ask,16859920.000000,0.000000,true,
2025-08-03 14:01:21.674763+00,book,btc_jpy,ask,16857636.000000,0.000000,true,
2025-08-03 14:01:21.674763+00,book,btc_jpy,bid,16821585.000000,0.600000,true,
2025-08-03 14:01:21.674763+00,book,btc_jpy,bid,16842823.000000,0.015000,true,
2025-08-03 14:01:21.674763+00,book,btc_jpy,bid,16850570.000000,0.018000,true,
2025-08-03 14:01:22.030469+00,book,btc_jpy,bid,16851090.000000,0.000000,true,
2025-08-03 14:01:22.030469+00,book,btc_jpy,ask,16863485.000000,0.015000,true,
2025-08-03 14:01:22.030469+00,book,btc_jpy,ask,16859619.000000,0.020000,true,
2025-08-03 14:01:22.030469+00,book,btc_jpy,ask,16857636.000000,0.010084,true,
2025-08-03 14:01:22.030469+00,book,btc_jpy,ask,16857575.000000,0.030000,true,
2025-08-03 14:01:22.030469+00,book,btc_jpy,ask,16864116.000000,0.000000,true,
2025-08-03 14:01:22.030469+00,book,btc_jpy,ask,16860426.000000,0.000000,true,
2025-08-03 14:01:22.030469+00,book,btc_jpy,ask,16857786.000000,0.000000,true,
2025-08-03 14:01:22.030469+00,book,btc_jpy,bid,16815020.000000,0.002370,true,
2025-08-03 14:01:22.030469+00,book,btc_jpy,bid,16850283.000000,0.020000,true,
2025-08-03 14:01:22.030469+00,book,btc_jpy,bid,16850362.000000,0.015000,true,
2025-08-03 14:01:22.030469+00,book,btc_jpy,bid,16851560.000000,0.045000,true,
2025-08-03 14:01:22.030469+00,book,btc_jpy,bid,16852157.000000,0.030000,true,
2025-08-03 14:01:22.030469+00,book,btc_jpy,bid,16822176.000000,0.000000,true,
2025-08-03 14:01:22.030469+00,book,btc_jpy,bid,16842823.000000,0.000000,true,
2025-08-03 14:01:22.030469+00,book,btc_jpy,bid,16851027.000000,0.000000,true,
2025-08-03 14:01:22.030469+00,book,btc_jpy,bid,16852401.000000,0.000000,true,
2025-08-03 14:01:22.400555+00,book,btc_jpy,bid,16853889.000000,0.000000,true,
2025-08-03 14:01:22.400555+00,book,btc_jpy,ask,16933653.000000,0.002370,true,
2025-08-03 14:01:22.400555+00,book,btc_jpy,ask,16933652.000000,0.002370,true,
2025-08-03 14:01:22.400555+00,book,btc_jpy,ask,16933673.000000,0.000000,true,
2025-08-03 14:01:22.400555+00,book,btc_jpy,ask,16933672.000000,0.000000,true,
2025-08-03 14:01:22.400555+00,book,btc_jpy,bid,16850800.000000,0.010000,true,
2025-08-03 14:01:22.400555+00,book,btc_jpy,bid,16853903.000000,0.039945,true,
2025-08-03 14:01:22.400555+00,book,btc_jpy,bid,16851469.000000,0.000000,true,
2025-08-03 14:01:22.933394+00,book,btc_jpy,ask,16857575.000000,0.000000,true,
2025-08-03 14:01:22.933394+00,book,btc_jpy,ask,16857617.000000,0.030000,true,
2025-08-03 14:01:22.933394+00,book,btc_jpy,ask,16933676.000000,0.000000,true,
2025-08-03 14:01:22.933394+00,book,btc_jpy,bid,16852157.000000,0.000000,true,
2025-08-03 14:01:23.503168+00,book,btc_jpy,ask,16860399.000000,0.020000,true,
2025-08-03 14:01:23.503168+00,book,btc_jpy,ask,16933991.000000,0.002370,true,
2025-08-03 14:01:23.503168+00,book,btc_jpy,ask,16933656.000000,0.002370,true,
2025-08-03 14:01:23.503168+00,book,btc_jpy,ask,16863691.000000,0.015000,true,
2025-08-03 14:01:23.503168+00,book,btc_jpy,ask,16858690.000000,0.100000,true,
2025-08-03 14:01:23.503168+00,book,btc_jpy,ask,16857553.000000,0.030000,true,
2025-08-03 14:01:23.503168+00,book,btc_jpy,ask,16933663.000000,0.000000,true,
2025-08-03 14:01:23.503168+00,book,btc_jpy,ask,16863485.000000,0.000000,true,
2025-08-03 14:01:23.503168+00,book,btc_jpy,ask,16859619.000000,0.000000,true,
2025-08-03 14:01:23.503168+00,book,btc_jpy,ask,16857617.000000,0.000000,true,
2025-08-03 14:01:23.503168+00,book,btc_jpy,bid,16842823.000000,0.005000,true,
2025-08-03 14:01:23.503168+00,book,btc_jpy,bid,16844654.000000,0.020000,true,
2025-08-03 14:01:23.503168+00,book,btc_jpy,bid,16850364.000000,0.018000,true,
2025-08-03 14:01:23.503168+00,book,btc_jpy,bid,16850568.000000,0.015000,true,
2025-08-03 14:01:23.503168+00,book,btc_jpy,bid,16851061.000000,0.020000,true,
2025-08-03 14:01:23.503168+00,book,btc_jpy,bid,16851426.000000,0.010000,true,
2025-08-03 14:01:23.503168+00,book,btc_jpy,bid,16852071.000000,0.030000,true,
2025-08-03 14:01:23.503168+00,book,btc_jpy,bid,16853952.000000,0.039945,true,
2025-08-03 14:01:23.503168+00,book,btc_jpy,bid,16844685.000000,0.000000,true,
2025-08-03 14:01:23.503168+00,book,btc_jpy,bid,16850283.000000,0.000000,true,
2025-08-03 14:01:23.503168+00,book,btc_jpy,bid,16850362.000000,0.000000,true,
2025-08-03 14:01:23.503168+00,book,btc_jpy,bid,16850570.000000,0.000000,true,
2025-08-03 14:01:23.503168+00,book,btc_jpy,bid,16850800.000000,0.000000,true,
2025-08-03 14:01:23.503168+00,book,btc_jpy,bid,16853903.000000,0.000000,true,
2025-08-03 14:01:24.220094+00,book,btc_jpy,bid,16842823.000000,0.010000,true,
2025-08-03 14:01:24.581117+00,book,btc_jpy,bid,16853952.000000,0.000000,true,
2025-08-03 14:01:24.581117+00,book,btc_jpy,ask,16864222.000000,0.015000,true,
2025-08-03 14:01:24.581117+00,book,btc_jpy,ask,16862623.000000,0.015000,true,
2025-08-03 14:01:24.581117+00,book,btc_jpy,ask,16858682.000000,0.010000,true,
2025-08-03 14:01:24.581117+00,book,btc_jpy,ask,16857556.000000,0.030000,true,
2025-08-03 14:01:24.581117+00,book,btc_jpy,ask,16863691.000000,0.000000,true,
2025-08-03 14:01:24.581117+00,book,btc_jpy,ask,16862715.000000,0.000000,true,
2025-08-03 14:01:24.581117+00,book,btc_jpy,ask,16858691.000000,0.000000,true,
2025-08-03 14:01:24.581117+00,book,btc_jpy,ask,16857553.000000,0.000000,true,
2025-08-03 14:01:24.581117+00,book,btc_jpy,bid,16821764.000000,0.002370,true,
2025-08-03 14:01:24.581117+00,book,btc_jpy,bid,16821767.000000,0.002370,true,
2025-08-03 14:01:24.581117+00,book,btc_jpy,bid,16821768.000000,0.002370,true,
2025-08-03 14:01:24.581117+00,book,btc_jpy,bid,16850693.000000,0.015000,true,
2025-08-03 14:01:24.581117+00,book,btc_jpy,bid,16851088.000000,0.015000,true,
2025-08-03 14:01:24.581117+00,book,btc_jpy,bid,16852046.000000,0.030000,true,
2025-08-03 14:01:24.581117+00,book,btc_jpy,bid,16853823.000000,0.039945,true,
2025-08-03 14:01:24.581117+00,book,btc_jpy,bid,16815007.000000,0.000000,true,
2025-08-03 14:01:24.581117+00,book,btc_jpy,bid,16815010.000000,0.000000,true,
2025-08-03 14:01:24.581117+00,book,btc_jpy,bid,16815011.000000,0.000000,true,
2025-08-03 14:01:24.581117+00,book,btc_jpy,bid,16850364.000000,0.000000,true,
2025-08-03 14:01:24.581117+00,book,btc_jpy,bid,16850568.000000,0.000000,true,
2025-08-03 14:01:24.581117+00,book,btc_jpy,bid,16852071.000000,0.000000,true,
2025-08-03 14:01:24.581117+00,book,btc_jpy,bid,16850785.000000,0.000000,true,
2025-08-03 14:01:24.934021+00,book,btc_jpy,bid,16850570.000000,0.018000,true,
2025-08-03 14:01:24.934021+00,book,btc_jpy,bid,16852046.000000,0.000000,true,
2025-08-03 14:01:24.934021+00,book,btc_jpy,ask,16857556.000000,0.000000,true,
2025-08-03 14:01:24.934021+00,book,btc_jpy,bid,16821766.000000,0.002370,true,
2025-08-03 14:01:24.934021+00,book,btc_jpy,bid,16815020.000000,0.000000,true,
2025-08-03 14:01:25.311013+00,book,btc_jpy,ask,16857579.000000,0.030000,true,
2025-08-03 14:01:25.311013+00,book,btc_jpy,bid,16852007.000000,0.030000,true,
2025-08-03 14:01:25.311013+00,book,btc_jpy,bid,16842823.000000,0.015000,true,
2025-08-03 14:01:25.664242+00,book,btc_jpy,bid,16851374.000000,0.010000,true,
2025-08-03 14:01:25.664242+00,book,btc_jpy,ask,16933642.000000,0.002370,true,
2025-08-03 14:01:25.664242+00,book,btc_jpy,ask,16933641.000000,0.002370,true,
2025-08-03 14:01:25.664242+00,book,btc_jpy,ask,16933653.000000,0.000000,true,
2025-08-03 14:01:25.664242+00,book,btc_jpy,ask,16933652.000000,0.000000,true,
2025-08-03 14:01:25.664242+00,book,btc_jpy,ask,16857648.000000,0.000000,true,
2025-08-03 14:01:25.664242+00,book,btc_jpy,bid,16842823.000000,0.010000,true,
2025-08-03 14:01:25.664242+00,book,btc_jpy,bid,16850695.000000,0.018000,true,
2025-08-03 14:01:25.664242+00,book,btc_jpy,bid,16853828.000000,0.039945,true,
2025-08-03 14:01:25.664242+00,book,btc_jpy,bid,16851426.000000,0.000000,true,
2025-08-03 14:01:25.664242+00,book,btc_jpy,bid,16853823.000000,0.000000,true,
2025-08-03 14:01:26.020798+00,book,btc_jpy,bid,16852007.000000,0.000000,true,
2025-08-03 14:01:26.020798+00,book,btc_jpy,ask,16933984.000000,0.002370,true,
2025-08-03 14:01:26.020798+00,book,btc_jpy,ask,16858681.000000,0.010000,true,
2025-08-03 14:01:26.020798+00,book,btc_jpy,ask,16858159.000000,0.100000,true,
2025-08-03 14:01:26.020798+00,book,btc_jpy,ask,16858109.000000,0.030000,true,
2025-08-03 14:01:26.020798+00,book,btc_jpy,ask,16933656.000000,0.000000,true,
2025-08-03 14:01:26.020798+00,book,btc_jpy,ask,16860391.000000,0.000000,true,
2025-08-03 14:01:26.020798+00,book,btc_jpy,ask,16857636.000000,0.000000,true,
2025-08-03 14:01:26.020798+00,book,btc_jpy,ask,16857579.000000,0.000000,true,
2025-08-03 14:01:26.020798+00,book,btc_jpy,bid,16851560.000000,0.005000,true,
2025-08-03 14:01:26.020798+00,book,btc_jpy,bid,16852481.000000,0.030000,true,
2025-08-03 14:01:26.020798+00,book,btc_jpy,bid,16853824.000000,0.040000,true,
2025-08-03 14:01:26.020798+00,book,btc_jpy,bid,16850570.000000,0.000000,true,
2025-08-03 14:01:26.371507+00,book,btc_jpy,bid,16850695.000000,0.000000,true,
2025-08-03 14:01:26.371507+00,book,btc_jpy,bid,16842823.000000,0.015000,true,
2025-08-03 14:01:26.371507+00,book,btc_jpy,bid,16851649.000000,0.010000,true,
2025-08-03 14:01:26.371507+00,book,btc_jpy,bid,16851374.000000,0.000000,true,
2025-08-03 14:01:26.732224+00,book,btc_jpy,bid,16852481.000000,0.000000,true,
2025-08-03 14:01:26.732224+00,book,btc_jpy,ask,16933975.000000,0.002370,true,
2025-08-03 14:01:26.732224+00,book,btc_jpy,ask,16864870.000000,0.015000,true,
2025-08-03 14:01:26.732224+00,book,btc_jpy,ask,16860961.000000,0.020000,true,
2025-08-03 14:01:26.732224+00,book,btc_jpy,ask,16858480.000000,0.030000,true,
2025-08-03 14:01:26.732224+00,book,btc_jpy,ask,16858132.000000,0.010084,true,
2025-08-03 14:01:26.732224+00,book,btc_jpy,ask,16933991.000000,0.000000,true,
2025-08-03 14:01:26.732224+00,book,btc_jpy,ask,16864222.000000,0.000000,true,
2025-08-03 14:01:26.732224+00,book,btc_jpy,ask,16860399.000000,0.000000,true,
2025-08-03 14:01:26.732224+00,book,btc_jpy,ask,16858109.000000,0.000000,true,
2025-08-03 14:01:26.732224+00,book,btc_jpy,bid,16842823.000000,0.010000,true,
2025-08-03 14:01:26.732224+00,book,btc_jpy,bid,16851614.000000,0.020000,true,
2025-08-03 14:01:26.732224+00,book,btc_jpy,bid,16851741.000000,0.015000,true,
2025-08-03 14:01:26.732224+00,book,btc_jpy,bid,16854573.000000,0.039945,true,
2025-08-03 14:01:26.732224+00,book,btc_jpy,bid,16851061.000000,0.000000,true,
2025-08-03 14:01:26.732224+00,book,btc_jpy,bid,16851088.000000,0.000000,true,
2025-08-03 14:01:26.732224+00,book,btc_jpy,bid,16853828.000000,0.000000,true,
2025-08-03 14:01:27.091645+00,book,btc_jpy,bid,16844622.000000,0.020000,true,
2025-08-03 14:01:27.091645+00,book,btc_jpy,bid,16821778.000000,0.002370,true,
2025-08-03 14:01:27.091645+00,book,btc_jpy,bid,16821779.000000,0.002370,true,
2025-08-03 14:01:27.091645+00,book,btc_jpy,bid,16850695.000000,0.018000,true,
2025-08-03 14:01:27.091645+00,book,btc_jpy,bid,16851742.000000,0.040000,true,
2025-08-03 14:01:27.091645+00,book,btc_jpy,bid,16852827.000000,0.030000,true,
2025-08-03 14:01:27.091645+00,book,btc_jpy,bid,16821767.000000,0.000000,true,
2025-08-03 14:01:27.091645+00,book,btc_jpy,bid,16821768.000000,0.000000,true,
2025-08-03 14:01:27.091645+00,book,btc_jpy,bid,16844654.000000,0.000000,true,
2025-08-03 14:01:27.091645+00,book,btc_jpy,bid,16853824.000000,0.000000,true,
2025-08-03 14:01:27.452236+00,book,btc_jpy,bid,16852827.000000,0.000000,true,
2025-08-03 14:01:27.452236+00,book,btc_jpy,ask,16858349.000000,0.030000,true,
2025-08-03 14:01:27.452236+00,book,btc_jpy,ask,16858480.000000,0.000000,true,
2025-08-03 14:01:27.452236+00,book,btc_jpy,ask,16858159.000000,0.000000,true,
2025-08-03 14:01:27.452236+00,book,btc_jpy,bid,16842823.000000,0.005000,true,
2025-08-03 14:01:27.452236+00,book,btc_jpy,bid,16851958.000000,0.010000,true,
2025-08-03 14:01:27.452236+00,book,btc_jpy,bid,16852648.000000,0.030000,true,
2025-08-03 14:01:27.452236+00,book,btc_jpy,bid,16852828.000000,0.040000,true,
2025-08-03 14:01:27.452236+00,book,btc_jpy,bid,16821764.000000,0.000000,true,
2025-08-03 14:01:27.452236+00,book,btc_jpy,bid,16851649.000000,0.000000,true,
2025-08-03 14:01:27.452236+00,book,btc_jpy,bid,16851742.000000,0.000000,true,
2025-08-03 14:01:27.820848+00,book,btc_jpy,bid,16842823.000000,0.000000,true,
2025-08-03 14:01:27.820848+00,book,btc_jpy,ask,16858680.000000,0.100000,true,
2025-08-03 14:01:27.820848+00,book,btc_jpy,ask,16864870.000000,0.000000,true,
2025-08-03 14:01:27.820848+00,book,btc_jpy,bid,16821786.000000,0.002370,true,
2025-08-03 14:01:27.820848+00,book,btc_jpy,bid,16850695.000000,0.000000,true,
2025-08-03 14:01:27.820848+00,book,btc_jpy,bid,16851741.000000,0.000000,true,
2025-08-03 14:01:27.820848+00,book,btc_jpy,bid,16854573.000000,0.000000,true,
2025-08-03 14:01:27.820848+00,book,btc_jpy,bid,16854739.000000,0.039945,true,
2025-08-03 14:01:28.176512+00,book,btc_jpy,ask,16861509.000000,0.020000,true,
2025-08-03 14:01:28.176512+00,book,btc_jpy,ask,16859324.000000,0.100000,true,
2025-08-03 14:01:28.176512+00,book,btc_jpy,ask,16860961.000000,0.000000,true,
2025-08-03 14:01:28.176512+00,book,btc_jpy,ask,16858690.000000,0.000000,true,
2025-08-03 14:01:28.176512+00,book,btc_jpy,bid,16851614.000000,0.000000,true,
2025-08-03 14:01:28.176512+00,book,btc_jpy,bid,16852053.000000,0.015000,true,
2025-08-03 14:01:28.176512+00,book,btc_jpy,bid,16852181.000000,0.020000,true,
2025-08-03 14:01:28.176512+00,book,btc_jpy,bid,16854574.000000,0.040000,true,
2025-08-03 14:01:28.176512+00,book,btc_jpy,bid,16821766.000000,0.000000,true,
2025-08-03 14:01:28.176512+00,book,btc_jpy,bid,16852828.000000,0.000000,true,
2025-08-03 14:01:28.176512+00,book,btc_jpy,ask,16865175.000000,0.015000,true,
